1.0 6.01351514858e+60
1.5 8.78626950037e+59
2.0 3.63323855363e+59
2.5 2.20956981373e+59
3.0 1.60217918055e+59
3.5 1.27458549598e+59
4.0 1.07073018636e+59
4.5 9.31425430903e+58
5.0 8.29919677855e+58
5.5 7.52504407363e+58
6.0 6.91462005058e+58
6.5 6.42122747535e+58
7.0 6.01498373972e+58
7.5 5.67590084757e+58
8.0 5.39011644608e+58
8.5 5.14771297325e+58
9.0 4.94139308694e+58
9.5 4.76564499932e+58
10.0 4.61620218195e+58
10.5 4.48968661851e+58
11.0 4.38336945005e+58
11.5 4.29500793036e+58
12.0 4.22273250528e+58
12.5 4.16496707761e+58
13.0 4.12037142593e+58
13.5 4.0877985736e+58
14.0 4.06626239678e+58
14.5 4.05491238162e+58
15.0 4.05301349251e+58
