1220707846.0 1220708316.89 147.0 2.0 8005 0 2
1220633595.0 1220634048.06 128.0 2.374 8004 9 2
1218373662.0 1218374095.02 106.0 3.35 7940 0 2
1216635766.0 1216636107.84 16.2 2.602 7898 0 2
1215673840.0 1215674276.45 120.0 0.845 7875 0 2
1215419123.0 1215419470.04 27.1 1.23 7872 5 2
1212818697.0 1212819102.53 79.0 3.036 7820 9 2
1212709527.0 1212709869.38 20.0 1.6398 7814 9 2
1212564271.0 1212564674.19 82.0 1.416 7811 0 2
1212521743.0 1212522128.84 60.0 2.69 7810 0 2
1211321874.0 1211322198.67 2.8 1.545 7780 0 2
1210896877.0 1210897209.6 5.8 3.2 7772 0 2
1209585032.0 1209585363.85 16.2 0.767 7705 0 2
1208076522.0 1208076848.93 8.0 1.1 7676 0 2
1208055109.0 1208055480.22 46.0 2.433 7675 5 2
1207948382.0 1207948756.33 56.0 1.03 7673 5 2
1206848326.0 1206848708.7 61.0 1.51 7624 0 2
1205929406.0 1205929763.71 34.0 1.95 7601 0 2
1205907019.0 1205907386.49 50.0 0.937 7601 0 2
1205138128.0 1205138818.22 365.0 2.4266 7586 0 2
1202629655.0 1202630025.73 45.0 2.641 7465 0 2
1202419671.0 1202420335.21 340.0 2.0858 7459 0 2
1195694455.0 1195694842.96 68.7 1.14 7170 0 2
1195310856.0 1195311183.22 6.6 1.331 7165 0 2
1194892227.0 1194892558.23 15.0 0.823 7154 0 2
1193792646.0 1193793151.84 180.0 2.692 7134 0 2
1193539276.0 1193539648.49 55.0 0.94 7131 0 2
1192959543.0 1192960123.27 255.0 2.452 7122 0 2
1192048997.0 1192049350.29 35.7 0.947 7089 0 2
1191987522.0 1191987845.88 6.0 0.98 7089 0 2
1191397105.0 1191397573.93 150.0 1.1 7078 0 2
1179730121.0 1179730471.54 37.9 0.553 6817 0 1
1178597748.0 1178598085.13 20.9 0.82 6797 0 1
1178429608.0 1178429937.19 4.3 2.31 6795 0 1
1176976616.0 1176977049.38 115.6 0.97 6762 0 1
1176322203.0 1176322650.87 121.5 2.954 6742 0 1
1174202786.0 1174203177.05 74.6 0.836 6708 5 1
1173199138.0 1173199669.15 209.5 1.497 6671 0 1
1170925684.0 1170926051.19 47.7 1.165 6593 0 1
1170113560.0 1170114345.57 460.6 2.3384 6571 0 1
1167857049.0 1167857393.28 18.6 2.6208 6472 0 1
1166760512.0 1166760879.02 40.0 3.355 6446 0 1
1166757982.0 1166758377.61 71.4 2.088 6446 0 1
1165753089.0 1165753484.55 85.3 0.41 6426 0 1
1164122399.0 1164122800.79 81.3 1.314 6383 0 1
1163195776.0 1163196237.15 134.0 3.44 6327 5 1
1163159091.0 1163159447.23 40.7 0.758 6327 5 1
1161444998.0 1161445353.29 46.2 0.3463 6280 5 1
1159365905.0 1159366256.51 22.5 5.6 6115 0 1
1159289172.0 1159289506.81 8.0 3.208 6106 0 1
1158069204.0 1158069526.49 5.0 0.937 5991 0 1
1157705692.0 1157706034.74 19.3 1.8836 5986 0 1
1157336914.0 1157337400.28 171.5 0.703 5971 0 1
1155596389.0 1155596850.75 145.3 0.84 5929 0 1
1154200199.0 1154200626.79 115.3 0.54 5906 0 1
1152889770.0 1152890210.88 115.0 2.71 5791 5 1
1152307669.0 1152308062.34 66.2 3.43 5754 0 1
1150288879.0 1150289291.33 108.7 0.125 5700 0 1
1149531195.0 1149531601.68 79.1 3.78 5656 0 1
1149444990.0 1149445409.37 95.0 2.1357 5655 0 1
1149283782.0 1149284172.89 75.0 0.787 5645 0 1
1148660760.0 1148661385.01 298.2 3.21 5628 0 1
1147475451.0 1147475770.3 8.5 0.4428 5572 0 1
1147249185.0 1147249788.79 275.2 4.9 5567 0 1
1146810811.0 1146811117.78 4.0 0.089 5556 0 1
1146538862.0 1146539212.1 28.4 1.51 5549 0 1
1140674514.0 1140674853.51 11.3 4.41 5373 0 1
1140233521.0 1140235921.97 2100.0 0.0331 5363 0 1
1139547380.0 1139547962.73 255.0 3.91 5341 0 1
1139201063.0 1139201398.48 7.6 4.048 5333 0 1
1138054810.0 1138056028.93 900.0 1.099 5277 0 1
1136731002.0 1136731340.3 14.3 2.03 5245 0 1
1132233624.0 1132233944.5 9.0 0.481 5081 5 1
1131688631.0 1131688999.02 46.1 1.549 5065 0 1
1131525429.0 1131525745.79 14.3 0.08 5061 0 1
1131498591.0 1131498953.2 37.2 2.346 5061 0 1
1129487139.0 1129487460.49 4.0 0.9364 5012 5 1
1128164946.0 1128165460.32 189.1 2.4296 4963 5 1
1127418800.0 1127419129.06 4.5 2.198 4903 5 1
1126783212.0 1126783589.47 52.0 2.5273 4894 0 1
1126158001.0 1126158347.41 19.4 3.3437 4872 5 1
1125036940.0 1125037283.54 35.5 0.297 4841 5 1
1124519543.0 1124519894.66 26.0 2.6147 4827 0 1
1124468485.0 1124468848.1 37.7 2.5043 4825 0 1
1124019387.0 1124019866.74 150.9 5.3 4815 0 1
1122890732.0 1122891072.25 19.0 1.434 4780 0 1
1122753353.0 1122753837.29 156.5 3.96855 4773 0 1
1122208299.0 1122208702.16 96.0 0.258 4756 0 1
1115335191.0 1115335577.99 58.9 4.27 4563 0 1
1113649334.0 1113649650.61 2.5 0.6535 4522 5 1
1112365065.0 1112365424.57 33.3 2.9 4498 5 1
1111224528.0 1111225007.36 152.5 3.24 4470 0 1
1111160527.0 1111160880.31 32.0 1.44 4469 5 1
1110920233.0 1110920652.31 95.6 1.949 4463 0 1
1109127996.0 1109128331.75 22.5 0.5915 4393 0 1
1106740704.0 1106741049.16 24.8 1.29 4327 0 1
1342458154.0 1342458713.35 234.0 2.48 11461 0 3
1323641703.0 1323642029.5 15.0 0.478 11103 0 3
1297607343.0 1297607711.77 50.0 1.083 10095 0 2
1271211471.0 1271211818.28 26.4 1.37 9424 5 2
1254544395.0 1254544733.19 21.1 0.8969 9012 0 2
1253938676.0 1253939020.28 20.0 2.1062 9001 0 2
1251889365.0 1251889707.19 19.0 1.822 8935 0 2
1238232859.0 1238233254.29 80.0 0.736 8465 0 2
1237766412.0 1237766889.33 150.0 3.57 8452 0 2
1210758806.0 1210759139.11 10.0 1.8 7769 0 2
1169709492.0 1169709883.92 70.0 1.547 6563 0 1
1129986328.0 1129986844.0 200.0 0.8 5031 5 1
1114999907.0 1115000254.6 20.0 3.793 4555 0 1
1112977220.0 1112977574.01 34.0 1.236 4511 0 1
1103420424.0 1103421252.26 520.0 0.31 4229 5 1
1070488746.0 1070489079.07 30.0 0.105 3074 0 1
1048937684.0 1048938013.97 25.0 0.1685 2408 1 1
1048850308.0 1048850729.76 100.0 1.52 2406 1 1
1048456467.0 1048456820.05 26.0 3.372 2374 0 1
1046231041.0 1046231464.82 100.0 1.98 2181 0 1
1039605364.0 1039605687.85 5.7 1.006 1764 0 1
1033733023.0 1033733447.95 100.0 2.33 1457 5 1
