1229854871.0 1229898509.77 34.0 2.26 8228 0 2 081221
1227278132.0 1227321761.84 14.0 2.512 8166 0 2 081121
1226998596.0 1227042281.6 67.0 2.58 8160 0 2 081118
1226192526.0 1226236058.4 40.0 0.9787 8140 9 2 081109
1225223036.0 1225266958.52 270.0 3.847 8116 9 2 081029
1223474289.0 1223518063.55 185.5 1.9685 8077 9 2 081008
1223335432.0 1223378843.66 10.0 0.5295 8076 9 2 081007
1222592492.0 1222636341.97 280.0 1.692 8067 9 2 080928
1220686396.0 1220730133.85 147.0 2.0 8005 0 2 080906
1220612145.0 1220655882.88 128.0 2.374 8004 9 2 080905
1218352212.0 1218395960.05 106.0 3.35 7940 0 2 080810
1216614316.0 1216657951.57 16.2 2.602 7898 0 2 080721
1215652390.0 1215695979.1 120.0 0.845 7875 0 2 080710
1215397673.0 1215441226.22 27.1 1.23 7872 5 2 080707
1212797247.0 1212840959.93 79.0 3.036 7820 9 2 080607
1212688077.0 1212731663.06 20.0 1.6398 7814 9 2 080605
1212542821.0 1212586449.56 82.0 1.416 7811 0 2 080604
1212500293.0 1212543975.69 60.0 2.69 7810 0 2 080603
1211300424.0 1211343984.48 2.8 1.545 7780 0 2 080520
1210875427.0 1210919071.1 5.8 3.2 7772 0 2 080516
1209563582.0 1209607054.19 16.2 0.767 7705 0 2 080430
1208055072.0 1208098589.69 8.0 1.1 7676 0 2 080413
1208033659.0 1208077317.51 46.0 2.433 7675 5 2 080413
1207926932.0 1207970487.88 56.0 1.03 7673 5 2 080411
1206826876.0 1206870492.02 61.0 1.51 7624 0 2 080330
1205907956.0 1205951577.83 34.0 1.95 7601 0 2 080319
1205885569.0 1205929105.11 50.0 0.937 7601 0 2 080319
1205116678.0 1205160655.51 365.0 2.4266 7586 0 2 080310
1202608205.0 1202651870.87 45.0 2.641 7465 0 2 080210
1202398221.0 1202442156.99 340.0 2.0858 7459 0 2 080207
1195673005.0 1195716588.68 68.7 1.14 7170 0 2 071122
1195289406.0 1195332949.95 6.6 1.331 7165 0 2 071117
1194870777.0 1194914257.46 15.0 0.823 7154 0 2 071112
1193771196.0 1193814998.69 180.0 2.692 7134 0 2 071031
1193517826.0 1193561367.11 55.0 0.94 7131 0 2 071028
1192938093.0 1192981961.36 255.0 2.452 7122 0 2 071021
1192027547.0 1192071070.41 35.7 0.947 7089 0 2 071010
1191966072.0 1192009570.4 6.0 0.98 7089 0 2 071010
1191375655.0 1191419314.69 150.0 1.1 7078 0 2 071003
1179708671.0 1179752115.73 37.9 0.553 6817 0 1 070521
1178576298.0 1178619784.36 20.9 0.82 6797 0 1 070508
1178408158.0 1178451769.44 4.3 2.31 6795 0 1 070506
1176955166.0 1176998772.45 115.6 0.97 6762 0 1 070419
1176300753.0 1176344505.77 121.5 2.954 6742 0 1 070411
1174181336.0 1174224879.7 74.6 0.836 6708 5 1 070318
1173177688.0 1173221451.62 209.5 1.497 6671 0 1 070306
1170904234.0 1170947800.51 47.7 1.165 6593 0 1 070208
1170092110.0 1170136179.13 460.6 2.3384 6571 0 1 070129
1167835599.0 1167879237.73 18.6 2.6208 6472 0 1 070103
1166739062.0 1166782744.05 40.0 3.355 6446 0 1 061222
1166736532.0 1166780199.39 71.4 2.088 6446 0 1 061222
1165731639.0 1165775092.03 85.3 0.41 6426 0 1 061210
1164100949.0 1164144565.49 81.3 1.314 6383 0 1 061121
1163174326.0 1163218104.15 134.0 3.44 6327 5 1 061110
1163137641.0 1163181135.72 40.7 0.758 6327 5 1 061110
1161423548.0 1161466942.87 46.2 0.3463 6280 5 1 061021
1159344455.0 1159388151.97 22.5 5.6 6115 0 1 060927
1159267722.0 1159311368.56 8.0 3.208 6106 0 1 060926
1158047754.0 1158091245.11 5.0 0.937 5991 0 1 060912
1157684242.0 1157727844.7 19.3 1.8836 5986 0 1 060908
1157315464.0 1157359077.24 171.5 0.703 5971 0 1 060904
1155574939.0 1155618553.4 145.3 0.84 5929 0 1 060814
1154178749.0 1154222268.56 115.3 0.54 5906 0 1 060729
1152868320.0 1152912058.41 115.0 2.71 5791 5 1 060714
1152286219.0 1152329929.12 66.2 3.43 5754 0 1 060707
1150267429.0 1150310797.1 108.7 0.125 5700 0 1 060614
1149509745.0 1149553475.32 79.1 3.78 5656 0 1 060605
1149423540.0 1149467233.69 95.0 2.1357 5655 0 1 060604
1149262332.0 1149305866.84 75.0 0.787 5645 0 1 060602
1148639310.0 1148683246.76 298.2 3.21 5628 0 1 060526
1147454001.0 1147497386.21 8.5 0.4428 5572 0 1 060512
1147227735.0 1147271677.82 275.2 4.9 5567 0 1 060510
1146789361.0 1146832610.5 4.0 0.089 5556 0 1 060505
1146517412.0 1146560995.42 28.4 1.51 5549 0 1 060502
1140653064.0 1140696736.77 11.3 4.41 5373 0 1 060223
1140212071.0 1140257386.83 2100.0 0.0331 5363 0 1 060218
1139525930.0 1139569838.6 255.0 3.91 5341 0 1 060210
1139179613.0 1139223276.6 7.6 4.048 5333 0 1 060206
1138033360.0 1138077769.69 900.0 1.099 5277 0 1 060123
1136709552.0 1136753158.9 14.3 2.03 5245 0 1 060108
1132212174.0 1132255571.16 9.0 0.481 5081 5 1 051117
1131667181.0 1131710785.66 46.1 1.549 5065 0 1 051111
1131503979.0 1131547234.03 14.3 0.08 5061 0 1 051109
1131477141.0 1131520787.18 37.2 2.346 5061 0 1 051109
1129465689.0 1129509179.11 4.0 0.9364 5012 5 1 051016
1128143496.0 1128187297.61 189.1 2.4296 4963 5 1 051001
1127397350.0 1127440956.3 4.5 2.198 4903 5 1 050922
1126761762.0 1126805430.64 52.0 2.5273 4894 0 1 050915
1126136551.0 1126180212.21 19.4 3.3437 4872 5 1 050908
1125015490.0 1125058857.08 35.5 0.297 4841 5 1 050826
1124498093.0 1124541738.75 26.0 2.6147 4827 0 1 050820
1124447035.0 1124490688.13 37.7 2.5043 4825 0 1 050819
1123997937.0 1124041759.66 150.9 5.3 4815 0 1 050814
1122955682.0 1122999248.54 19.0 1.434 4786 0 1 050802
1122731903.0 1122775714.15 156.5 3.96855 4773 0 1 050730
1122186849.0 1122230262.05 96.0 0.258 4756 0 1 050724
1115313741.0 1115357459.36 58.9 4.27 4563 0 1 050505
1113627884.0 1113671317.31 2.5 0.6535 4522 5 1 050416
1112343615.0 1112387278.03 33.3 2.9 4498 5 1 050401
1111203078.0 1111246869.84 152.5 3.24 4470 0 1 050319
1111139077.0 1111182657.51 32.0 1.44 4469 5 1 050318
1110898783.0 1110942466.43 95.6 1.949 4463 0 1 050315
1109106546.0 1109149985.28 22.5 0.5915 4393 0 1 050223
1106719254.0 1106762811.79 24.8 1.29 4327 0 1 050126
1342436704.0 1342480552.61 234.0 2.48 11461 0 3 120716
1323620253.0 1323663656.16 15.0 0.478 11103 0 3 111211
1297585893.0 1297629449.96 50.0 1.083 10095 0 2 110213
1271190021.0 1271233588.95 26.4 1.37 9424 5 2 100414
1254522945.0 1254566445.64 21.1 0.8969 9012 0 2 091003
1253917226.0 1253960843.08 20.0 2.1062 9001 0 2 090926
1251867915.0 1251911513.39 19.0 1.822 8935 0 2 090902
1238211409.0 1238254939.03 80.0 0.736 8465 0 2 090328
1237744962.0 1237788759.01 150.0 3.57 8452 0 2 090323
1210737356.0 1210780944.01 10.0 1.8 7769 0 2 080514
1169688042.0 1169731670.56 70.0 1.547 6563 0 1 070125
1129964878.0 1130008539.74 200.0 0.8 5031 5 1 051022
1114978457.0 1115022128.41 20.0 3.793 4555 0 1 050502
1112955770.0 1112999331.29 34.0 1.236 4511 0 1 050408
1103398974.0 1103442829.09 520.0 0.31 4229 5 1 041219
1070467296.0 1070510576.2 30.0 0.105 3074 0 1 031203
1048916234.0 1048959540.29 25.0 0.1685 2408 1 1 030329
1048828858.0 1048872513.92 100.0 1.52 2406 1 1 030328
1048435017.0 1048478685.53 26.0 3.372 2374 0 1 030323
1046209591.0 1046253280.66 100.0 1.98 2181 0 1 030226
1039583914.0 1039627416.63 5.7 1.006 1764 0 1 021211
1033711573.0 1033755281.07 100.0 2.33 1457 5 1 021004
