1313 1.53183 1031042515 2647875 2647877 512.22 -281.02 68.27 425.36 -313.45 111.61 0 1 810.75 102.346 
1314 1.12836 1031081110 5833925 5833926 -21.99 482.27 14.77 -105.2 547.1 162.46 0 1 403.675 181.492 
1314 1.98003 1031088626 7518199 7518200 436.26 -350.29 -216.1 497.52 -328.67 -55.52 0 1 653.5 173.223 
1314 1.09554 1031092388 8348483 8348484 -265.98 282.61 181.09 -239.05 439.49 124.26 0 1 949.975 169.015 
1315 2.65458 1031094288 9983 9984 -260.42 466.07 79.67 -384.29 372.01 117.29 0 1 667.575 160.02 
1320 3.91632 1031132454 1794939 1794940 -71.02 -60.01 -300.34 -48.04 -99.52 -299.2 0 1 66.95 45.7211 
1330 0.99677 1031255461 4044231 4044232 14.87 425.48 -359.69 78.59 415.82 -421.37 0 1 660.925 89.2075 
1332 1.17851 1031277487 1257118 1257120 246.01 -245.58 -483.18 346.03 -174.1 -421.11 0 1 675.825 137.717 
1332 1.44795 1031283819 2652143 2652144 14.19 2.32 -594.03 173.03 74.64 -561.88 0 1 385.05 177.465 
1332 0.967004 1031294444 5010898 5010899 -252.18 -120.09 308.85 -407.31 -48.19 395.9 0 1 749.25 191.866 
1332 1.99582 1031299976 6235854 6235855 -38.89 -35.66 171.58 -20.25 5.69 228.64 0 1 15.175 72.8911 
1332 1.05225 1031307553 7918378 7918380 412.53 -211.31 110.73 502.11 -286.51 61.57 0 1 657.475 126.871 
1333 2.15703 1031325831 530387 530388 -529.2 -226.1 9.71 -525.24 -200.08 3.35 0 1 101.75 27.0771 
1334 1.15463 1031363435 2200575 2200576 -462.75 -173.32 -17.43 -553.25 -211.87 -59.66 0 1 136 107.05 
1334 1.14376 1031385553 7123878 7123879 34.56 -427.6 -412.29 -119.18 -457.43 -356.03 0 1 775.1 166.406 
1334 1.95677 1031392129 8587052 8587053 -223.15 151.03 426.62 -207.06 137.82 470.99 0 1 103.175 49.0111 
1335 1.9748 1031404065 1858179 1858181 251.97 419.58 328.44 281.38 355.69 334.77 0 1 450.05 70.6183 
1337 3.20525 1031470494 2434082 2434083 -555.43 203.16 -42.72 -554.5 191.33 23.74 0 1 818.925 67.5111 
1339 2.05906 1031565602 8729086 8729087 421.3 343.92 -39.85 515.76 249.52 -142.2 0 1 257.525 168.255 
1340 1.24152 1031611411 6059337 6059338 -147.32 85.74 204.15 -199.36 111.29 201.15 0 1 147.85 58.0514 
1344 1.1757 1031675753 4594760 4594761 -402.28 117.73 -150.12 -517.05 198.29 -140.31 0 1 704.95 140.564 
1344 3.92697 1031690313 7819735 7819736 -189.98 218.42 -343.79 -220.3 211.61 -324.11 0 1 250.85 36.7829 
1344 2.98137 1031700381 10057733 10057734 -202.41 -171.83 -283.45 -199.32 -162.49 -297.75 0 1 46.25 17.3572 
1344 1.0314 1031702355 10496102 10496103 -569.02 122.46 -132.8 -554.38 130.37 -162.78 0 1 696.1 34.2885 
1351 2.27089 1031765650 3146816 3146817 363.24 26.72 -448.62 473.74 117.38 -310 0 1 92.775 199.11 
1358 2.30648 1031834539 1086004 1086006 172.38 290.66 -93.43 247.71 260.82 -141.21 0 1 36.85 94.0636 
1358 6.08272 1031846083 3657708 3657709 -273.05 -460.28 11.7 -288.13 -452.78 14.11 0 1 295.35 17.0137 
1358 1.75085 1031872139 9434202 9434203 166.92 278.98 -492.35 0.05 374.29 -460.65 0 1 779.7 194.768 
1360 1.79276 1031880713 204861 204862 -279.58 -82.78 492.71 -258.58 -68.31 507.98 0 1 154.95 29.7246 
1361 1.5029 1031882828 215188 215189 190.06 150.7 -0.89 180.35 170.68 -51.51 0 1 488.3 55.2799 
1361 1.98066 1031886900 1119501 1119502 -104.86 124.84 469.33 -115.39 127.87 524.01 0 1 83.7 55.7671 
1361 1.06785 1031887649 1285600 1285601 -456.6 142.59 -162.22 -577.4 131 -62.27 0 1 303.225 157.216 
1388 1.51419 1032010787 758551 758552 413.67 -386.75 116.67 396.05 -449.07 -0.72 0 1 491.625 134.07 
1388 1.19212 1032027911 4550705 4550706 68.1 41.67 -569.66 -35.97 -32.15 -436.87 0 1 562.35 184.155 
1388 0.984753 1032039346 7089947 7089948 30.17 -504.9 -54.11 -104.51 -514.78 -65.74 0 1 280.3 135.542 
1389 4.26609 1032067504 5051459 5051460 283.93 -124.66 -22.11 285.87 -139.4 19.08 0 1 92.725 43.791 
1389 2.61 1032085473 9036454 9036456 419.68 -411.65 93.81 427.98 -327.9 31.32 0 1 956.375 104.823 
1390 3.16833 1032099396 2171559 2171560 25.75 339.83 166.11 -4.31 350.3 185.54 0 1 37.75 37.2927 
1392 1.06297 1032164611 5245047 5245049 364.85 -34.85 -41.46 463.52 -186.91 -55.71 0 1 463.275 181.827 
1392 4.33958 1032183838 9509924 9509925 373.81 -98.29 -425.61 305.43 -128.12 -422.54 0 1 25.85 74.6665 
